Referencia_Pedido;Fecha_Pedido;Fecha_Entrega;Fecha_Prevista;Fecha_Pago;Cliente;Vendedor;Equipo_Ventas;Subtotal;Impuestos;Total;Estado_Pedido;Estado_Factura;Cantidad
SO349;13/08/2019;31/08/2019;23/08/2019;8/10/2019;Cliente2;Nathalie;Equipo Oriente;10102850;1919542;12022392;Pedido de venta;Facturado;4699
SO350;14/08/2019;29/08/2019;25/08/2019;10/10/2019;Cliente13;Ricardo;Equipo Sur;9892150;1879509;11771659;Pedido de venta;Facturado;4601
SO351;15/08/2019;27/08/2019;23/08/2019;1/09/2019;Cliente13;Rocio;Equipo Sur;8193650;1556794;9750444;Pedido de venta;Facturado;3811
SO352;16/08/2019;28/08/2019;30/08/2019;5/10/2019;Cliente4;Diana;Equipo Sur;11287500;2144625;13432125;Pedido de venta;Facturado;5250
SO353;17/08/2019;28/08/2019;26/08/2019;20/09/2019;Cliente3;Lina;Equipo Especial;6022150;1144209;7166359;Pedido de venta;Facturado;2801
SO354;18/08/2019;29/08/2019;30/08/2019;3/10/2019;Cliente12;Ricardo;Equipo Sur;9199850;1747972;10947822;Pedido de venta;Facturado;4279
SO355;19/08/2019;30/08/2019;30/08/2019;5/09/2019;Cliente8;Nathalie;Equipo Oriente;8866600;1684654;10551254;Pedido de venta;Facturado;4124
SO356;20/08/2019;7/09/2019;2/09/2019;9/09/2019;Cliente2;Ricardo;Equipo Sur;6875700;1306383;8182083;Pedido de venta;Facturado;3198
SO357;21/08/2019;8/09/2019;29/08/2019;29/09/2019;Cliente15;Lina;Equipo Especial;12373250;2350918;14724168;Pedido de venta;Facturado;5755
SO358;22/08/2019;9/09/2019;4/09/2019;1/09/2019;Cliente2;Angelica;Equipo Oriente;16279800;3093162;19372962;Pedido de venta;Facturado;7572
SO359;23/08/2019;9/09/2019;31/08/2019;4/09/2019;Cliente2;Diana;Equipo Sur;8412950;1598461;10011411;Pedido de venta;Facturado;3913
SO360;24/08/2019;9/09/2019;3/09/2019;25/09/2019;Cliente7;Yeny;Equipo Centro;15484300;2942017;18426317;Pedido de venta;Facturado;7202
SO361;25/08/2019;14/09/2019;3/09/2019;9/09/2019;Cliente2;Carlos;Equipo Oriente;12491500;2373385;14864885;Pedido de venta;Facturado;5810
SO362;26/08/2019;10/09/2019;8/09/2019;29/09/2019;Cliente1;Lina;Equipo Especial;8589250;1631958;10221208;Pedido de venta;Facturado;3995
SO363;27/08/2019;9/09/2019;8/09/2019;21/09/2019;Cliente10;Lina;Equipo Especial;14372750;2730823;17103573;Pedido de venta;Facturado;6685
SO364;28/08/2019;9/09/2019;6/09/2019;25/10/2019;Cliente15;Angelica;Equipo Oriente;9294450;1765946;11060396;Pedido de venta;Facturado;4323
SO365;29/08/2019;8/09/2019;8/09/2019;27/10/2019;Cliente6;Ricardo;Equipo Sur;5525500;1049845;6575345;Pedido de venta;Facturado;2570
SO366;30/08/2019;16/09/2019;9/09/2019;12/10/2019;Cliente2;Ricardo;Equipo Sur;7486300;1422397;8908697;Pedido de venta;Facturado;3482
SO367;31/08/2019;14/09/2019;10/09/2019;15/09/2019;Cliente2;Enrique;Equipo Sur;5860900;1113571;6974471;Pedido de venta;Facturado;2726
SO368;1/09/2019;16/09/2019;10/09/2019;19/10/2019;Cliente6;David;Equipo Especial;7993700;1518803;9512503;Pedido de venta;Facturado;3718
SO369;2/09/2019;16/09/2019;13/09/2019;10/10/2019;Cliente7;Enrique;Equipo Sur;5602900;1064551;6667451;Pedido de venta;Facturado;2606
SO370;3/09/2019;17/09/2019;13/09/2019;4/10/2019;Cliente4;Lina;Equipo Especial;11870150;2255329;14125479;Pedido de venta;Facturado;5521
SO371;4/09/2019;21/09/2019;18/09/2019;17/09/2019;Cliente9;Lina;Equipo Especial;12586100;2391359;14977459;Pedido de venta;Facturado;5854
SO372;5/09/2019;22/09/2019;18/09/2019;24/10/2019;Cliente4;Carlos;Equipo Oriente;10320000;1960800;12280800;Pedido de venta;Facturado;4800
SO373;6/09/2019;26/09/2019;14/09/2019;22/09/2019;Cliente7;Ricardo;Equipo Sur;6826250;1296988;8123238;Pedido de venta;Facturado;3175
SO374;7/09/2019;25/09/2019;22/09/2019;28/10/2019;Cliente2;Diana;Equipo Sur;9917950;1884411;11802361;Pedido de venta;Facturado;4613
SO375;8/09/2019;26/09/2019;16/09/2019;5/10/2019;Cliente6;Yeny;Equipo Centro;21108700;4010653;25119353;Pedido de venta;Facturado;9818
SO376;9/09/2019;24/09/2019;24/09/2019;29/09/2019;Cliente18;Lina;Equipo Especial;10773650;2046994;12820644;Pedido de venta;Facturado;5011
SO377;10/09/2019;22/09/2019;21/09/2019;15/10/2019;Cliente8;Ricardo;Equipo Sur;11420800;2169952;13590752;Pedido de venta;Facturado;5312
SO378;11/09/2019;24/09/2019;24/09/2019;6/10/2019;Cliente12;Nathalie;Equipo Oriente;5961950;1132771;7094721;Pedido de venta;Facturado;2773
SO379;12/09/2019;26/09/2019;23/09/2019;5/11/2019;Cliente7;Carlos;Equipo Oriente;7821700;1486123;9307823;Pedido de venta;Facturado;3638
SO380;13/09/2019;25/09/2019;27/09/2019;21/10/2019;Cliente10;Diana;Equipo Sur;13581550;2580495;16162045;Pedido de venta;Facturado;6317
SO381;14/09/2019;4/10/2019;28/09/2019;14/10/2019;Cliente2;Carlos;Equipo Oriente;9159000;1740210;10899210;Pedido de venta;Facturado;4260
SO382;15/09/2019;2/10/2019;23/09/2019;27/10/2019;Cliente3;Rocio;Equipo Sur;4921350;935057;5856407;Pedido de venta;Facturado;2289
SO383;16/09/2019;2/10/2019;30/09/2019;14/10/2019;Cliente13;Lina;Equipo Especial;20268050;3850930;24118980;Pedido de venta;Facturado;9427
SO384;17/09/2019;1/10/2019;26/09/2019;16/10/2019;Cliente18;Enrique;Equipo Sur;13699800;2602962;16302762;Pedido de venta;Facturado;6372
SO385;18/09/2019;2/10/2019;30/09/2019;9/11/2019;Cliente17;Nathalie;Equipo Oriente;6897200;1310468;8207668;Pedido de venta;Facturado;3208
SO386;19/09/2019;8/10/2019;4/10/2019;27/10/2019;Cliente18;Ricardo;Equipo Sur;8032400;1526156;9558556;Pedido de venta;Facturado;3736
SO387;20/09/2019;3/10/2019;1/10/2019;11/10/2019;Cliente9;Enrique;Equipo Sur;13302050;2527390;15829440;Pedido de venta;Facturado;6187
SO388;21/09/2019;10/10/2019;3/10/2019;1/11/2019;Cliente8;Nathalie;Equipo Oriente;7755050;1473460;9228510;Pedido de venta;Facturado;3607
SO389;22/09/2019;8/10/2019;30/09/2019;25/10/2019;Cliente2;Ricardo;Equipo Sur;8870900;1685471;10556371;Pedido de venta;Facturado;4126
SO390;23/09/2019;3/10/2019;8/10/2019;26/10/2019;Cliente15;Lina;Equipo Especial;17965400;3413426;21378826;Pedido de venta;Facturado;8356
SO391;24/09/2019;4/10/2019;8/10/2019;4/11/2019;Cliente2;Angelica;Equipo Oriente;10698400;2032696;12731096;Pedido de venta;Facturado;4976
SO392;25/09/2019;14/10/2019;4/10/2019;19/11/2019;Cliente2;Diana;Equipo Sur;9715850;1846012;11561862;Pedido de venta;Facturado;4519
SO393;26/09/2019;7/10/2019;11/10/2019;20/11/2019;Cliente7;Yeny;Equipo Centro;15935800;3027802;18963602;Pedido de venta;Facturado;7412
SO394;27/09/2019;7/10/2019;11/10/2019;5/11/2019;Cliente2;Carlos;Equipo Oriente;16804400;3192836;19997236;Pedido de venta;Facturado;7816
SO395;28/09/2019;16/10/2019;8/10/2019;19/10/2019;Cliente1;Lina;Equipo Especial;16675400;3168326;19843726;Pedido de venta;Facturado;7756
SO396;29/09/2019;16/10/2019;8/10/2019;12/11/2019;Cliente10;Lina;Equipo Especial;14845750;2820693;17666443;Pedido de venta;Facturado;6905
SO397;30/09/2019;16/10/2019;15/10/2019;15/11/2019;Cliente15;Angelica;Equipo Oriente;15093000;2867670;17960670;Pedido de venta;Facturado;7020
SO398;1/10/2019;17/10/2019;11/10/2019;13/10/2019;Cliente6;Ricardo;Equipo Sur;15705750;2984093;18689843;Pedido de venta;Facturado;7305
SO399;2/10/2019;16/10/2019;12/10/2019;25/11/2019;Cliente2;Ricardo;Equipo Sur;9670700;1837433;11508133;Pedido de venta;Facturado;4498
SO400;3/10/2019;20/10/2019;15/10/2019;16/10/2019;Cliente2;Enrique;Equipo Sur;13592300;2582537;16174837;Pedido de venta;Facturado;6322
SO401;4/10/2019;20/10/2019;13/10/2019;4/11/2019;Cliente6;David;Equipo Especial;10651100;2023709;12674809;Pedido de venta;Facturado;4954
SO402;5/10/2019;15/10/2019;13/10/2019;22/10/2019;Cliente7;Enrique;Equipo Sur;17638600;3351334;20989934;Pedido de venta;Facturado;8204
SO403;6/10/2019;22/10/2019;19/10/2019;11/11/2019;Cliente4;Lina;Equipo Especial;15065050;2862360;17927410;Pedido de venta;Facturado;7007
SO404;7/10/2019;21/10/2019;22/10/2019;1/11/2019;Cliente9;Lina;Equipo Especial;28878800;5486972;34365772;Pedido de venta;Facturado;13432
SO405;8/10/2019;19/10/2019;21/10/2019;21/11/2019;Cliente4;Carlos;Equipo Oriente;14729650;2798634;17528284;Pedido de venta;Facturado;6851
SO406;9/10/2019;23/10/2019;21/10/2019;16/11/2019;Cliente7;Ricardo;Equipo Sur;5334150;1013489;6347639;Pedido de venta;Facturado;2481
SO407;10/10/2019;30/10/2019;20/10/2019;9/11/2019;Cliente2;Diana;Equipo Sur;21745100;4131569;25876669;Pedido de venta;Facturado;10114
SO408;11/10/2019;27/10/2019;24/10/2019;28/10/2019;Cliente6;Yeny;Equipo Centro;13407400;2547406;15954806;Pedido de venta;Facturado;6236
SO409;12/10/2019;30/10/2019;25/10/2019;29/10/2019;Cliente18;Lina;Equipo Especial;8640850;1641762;10282612;Pedido de venta;Facturado;4019
SO410;13/10/2019;25/10/2019;28/10/2019;31/10/2019;Cliente8;Ricardo;Equipo Sur;24213300;4600527;28813827;Pedido de venta;Facturado;11262
SO411;14/10/2019;30/10/2019;28/10/2019;18/11/2019;Cliente12;Nathalie;Equipo Oriente;14067450;2672816;16740266;Pedido de venta;Facturado;6543
SO412;15/10/2019;29/10/2019;30/10/2019;3/12/2019;Cliente7;Carlos;Equipo Oriente;16879650;3207134;20086784;Pedido de venta;Facturado;7851
SO413;16/10/2019;1/11/2019;30/10/2019;5/11/2019;Cliente10;Diana;Equipo Sur;9930850;1886862;11817712;Pedido de venta;Facturado;4619
SO414;17/10/2019;5/11/2019;31/10/2019;28/10/2019;Cliente2;Carlos;Equipo Oriente;12824750;2436703;15261453;Pedido de venta;Facturado;5965
SO415;18/10/2019;30/10/2019;26/10/2019;13/12/2019;Cliente3;Rocio;Equipo Sur;21994500;4178955;26173455;Pedido de venta;Facturado;10230
SO416;19/10/2019;30/10/2019;2/11/2019;27/10/2019;Cliente13;Lina;Equipo Especial;15800350;3002067;18802417;Pedido de venta;Facturado;7349
SO417;20/10/2019;4/11/2019;29/10/2019;11/11/2019;Cliente18;Enrique;Equipo Sur;5314800;1009812;6324612;Pedido de venta;Facturado;2472
SO418;21/10/2019;7/11/2019;31/10/2019;30/11/2019;Cliente17;Nathalie;Equipo Oriente;13929850;2646672;16576522;Pedido de venta;Facturado;6479
SO419;22/10/2019;9/11/2019;3/11/2019;24/11/2019;Cliente18;Ricardo;Equipo Sur;29869950;5675291;35545241;Pedido de venta;Facturado;13893
SO420;23/10/2019;3/11/2019;7/11/2019;1/11/2019;Cliente9;Enrique;Equipo Sur;21452700;4076013;25528713;Pedido de venta;Facturado;9978
SO421;24/10/2019;11/11/2019;6/11/2019;10/12/2019;Cliente9;Fabian;Equipo Sur;27657600;5254944;32912544;Pedido de venta;Facturado;12864
SO422;25/10/2019;11/11/2019;5/11/2019;5/11/2019;Cliente10;Carlos;Equipo Oriente;22413750;4258613;26672363;Pedido de venta;Facturado;10425
SO423;26/10/2019;12/11/2019;10/11/2019;3/12/2019;Cliente7;Lina;Equipo Especial;20898000;3970620;24868620;Pedido de venta;Facturado;9720
SO424;27/10/2019;16/11/2019;9/11/2019;9/12/2019;Cliente6;Diana;Equipo Sur;47895550;9100155;56995705;Pedido de venta;Facturado;22277
SO425;28/10/2019;10/11/2019;10/11/2019;24/12/2019;Cliente2;Carlos;Equipo Oriente;23955300;4551507;28506807;Pedido de venta;Facturado;11142
SO426;29/10/2019;18/11/2019;6/11/2019;28/12/2019;Cliente2;Enrique;Equipo Sur;8623650;1638494;10262144;Pedido de venta;Facturado;4011
SO427;30/10/2019;16/11/2019;12/11/2019;28/12/2019;Cliente1;Enrique;Equipo Sur;21351650;4056814;25408464;Pedido de venta;Facturado;9931
SO428;31/10/2019;19/11/2019;8/11/2019;20/12/2019;Cliente2;Ricardo;Equipo Sur;15991700;3038423;19030123;Pedido de venta;Facturado;7438
SO429;1/11/2019;16/11/2019;14/11/2019;23/11/2019;Cliente13;Angelica;Equipo Oriente;35655600;6774564;42430164;Pedido de venta;Facturado;16584
SO430;2/11/2019;21/11/2019;13/11/2019;22/12/2019;Cliente12;Ricardo;Equipo Sur;9782500;1858675;11641175;Pedido de venta;Facturado;4550
SO431;3/11/2019;16/11/2019;14/11/2019;2/12/2019;Cliente16;Nathalie;Equipo Oriente;48811450;9274176;58085626;Pedido de venta;Facturado;22703
SO432;4/11/2019;20/11/2019;17/11/2019;17/12/2019;Cliente7;Jorge;Equipo Centro;20255150;3848479;24103629;Pedido de venta;Facturado;9421
SO433;5/11/2019;21/11/2019;16/11/2019;28/11/2019;Cliente2;Angelica;Equipo Oriente;18096550;3438345;21534895;Pedido de venta;Facturado;8417
SO434;6/11/2019;24/11/2019;14/11/2019;23/11/2019;Cliente7;Nathalie;Equipo Oriente;30205350;5739017;35944367;Pedido de venta;Facturado;14049
SO435;7/11/2019;23/11/2019;19/11/2019;5/12/2019;Cliente19;Jorge;Equipo Centro;29541000;5612790;35153790;Pedido de venta;Facturado;13740
SO436;8/11/2019;20/11/2019;17/11/2019;24/11/2019;Cliente2;Julian;Equipo Centro;9526650;1810064;11336714;Pedido de venta;Facturado;4431
SO437;9/11/2019;26/11/2019;19/11/2019;7/01/2020;Cliente2;Ricardo;Equipo Sur;17675150;3358279;21033429;Pedido de venta;Facturado;8221
SO438;10/11/2019;26/11/2019;24/11/2019;9/12/2019;Cliente4;Yeny;Equipo Centro;21760150;4134429;25894579;Pedido de venta;Facturado;10121
SO439;11/11/2019;26/11/2019;20/11/2019;29/11/2019;Cliente6;Diana;Equipo Sur;8735450;1659736;10395186;Pedido de venta;Facturado;4063
SO440;12/11/2019;30/11/2019;23/11/2019;17/12/2019;Cliente15;David;Equipo Especial;15933650;3027394;18961044;Pedido de venta;Facturado;7411
SO441;13/11/2019;30/11/2019;23/11/2019;18/12/2019;Cliente7;Carlos;Equipo Oriente;15484300;2942017;18426317;Pedido de venta;Facturado;7202
SO442;14/11/2019;3/12/2019;25/11/2019;24/11/2019;Cliente18;Julian;Equipo Centro;16180900;3074371;19255271;Pedido de venta;Facturado;7526
SO443;15/11/2019;30/11/2019;26/11/2019;10/12/2019;Cliente13;Lina;Equipo Especial;21942900;4169151;26112051;Pedido de venta;Facturado;10206
SO444;16/11/2019;27/11/2019;28/11/2019;15/01/2020;Cliente7;Julian;Equipo Centro;25378600;4821934;30200534;Pedido de venta;Facturado;11804
SO445;17/11/2019;27/11/2019;30/11/2019;28/12/2019;Cliente14;Angelica;Equipo Oriente;24290700;4615233;28905933;Pedido de venta;Facturado;11298
SO446;18/11/2019;7/12/2019;3/12/2019;6/12/2019;Cliente4;Angelica;Equipo Oriente;56177350;10673697;66851047;Pedido de venta;Facturado;26129
SO447;19/11/2019;1/12/2019;30/11/2019;6/12/2019;Cliente2;Nathalie;Equipo Oriente;30702000;5833380;36535380;Pedido de venta;Facturado;14280
SO448;20/11/2019;3/12/2019;2/12/2019;11/01/2020;Cliente13;Ricardo;Equipo Sur;28008050;5321530;33329580;Pedido de venta;Facturado;13027
SO449;21/11/2019;3/12/2019;2/12/2019;16/12/2019;Cliente13;Rocio;Equipo Sur;20691600;3931404;24623004;Pedido de venta;Facturado;9624
SO450;22/11/2019;8/12/2019;3/12/2019;17/12/2019;Cliente4;Diana;Equipo Sur;28377850;5391792;33769642;Pedido de venta;Facturado;13199
SO452;23/11/2019;5/12/2019;4/12/2019;3/01/2020;Cliente12;Ricardo;Equipo Sur;61021300;11594047;72615347;Pedido de venta;Facturado;28382
SO451;24/11/2019;5/12/2019;4/12/2019;4/01/2020;Cliente3;Lina;Equipo Especial;37317550;7090335;44407885;Pedido de venta;Facturado;17357
SO453;25/11/2019;7/12/2019;4/12/2019;19/12/2019;Cliente12;Yeny;Equipo Centro;13906200;2642178;16548378;Pedido de venta;Facturado;6468
SO454;26/11/2019;9/12/2019;8/12/2019;8/12/2019;Cliente10;Angelica;Equipo Oriente;60888000;11568720;72456720;Pedido de venta;Facturado;28320
SO625;27/11/2019;16/12/2019;10/12/2019;25/01/2020;Cliente2;Diana;Equipo Sur;16125000;3063750;19188750;Pedido de venta;Facturado;7500
SO455;28/11/2019;11/12/2019;11/12/2019;18/12/2019;Cliente12;Lina;Equipo Especial;66460800;12627552;79088352;Pedido de venta;Facturado;30912
SO626;29/11/2019;16/12/2019;10/12/2019;26/01/2020;Cliente6;Yeny;Equipo Centro;21164600;4021274;25185874;Pedido de venta;Facturado;9844
SO456;30/11/2019;17/12/2019;14/12/2019;6/01/2020;Cliente8;Lina;Equipo Especial;37397100;7105449;44502549;Pedido de venta;Facturado;17394
SO627;1/12/2019;17/12/2019;12/12/2019;18/12/2019;Cliente18;Lina;Equipo Especial;17277400;3282706;20560106;Pedido de venta;Facturado;8036
SO457;2/12/2019;21/12/2019;16/12/2019;19/12/2019;Cliente4;Lina;Equipo Especial;5897450;1120516;7017966;Pedido de venta;Facturado;2743
SO628;3/12/2019;15/12/2019;11/12/2019;6/01/2020;Cliente8;Ricardo;Equipo Sur;6482250;1231628;7713878;Pedido de venta;Facturado;3015
SO458;4/12/2019;15/12/2019;19/12/2019;24/01/2020;Cliente12;Julian;Equipo Centro;7198200;1367658;8565858;Pedido de venta;Facturado;3348
SO629;5/12/2019;22/12/2019;17/12/2019;21/12/2019;Cliente12;Nathalie;Equipo Oriente;12171150;2312519;14483669;Pedido de venta;Facturado;5661
SO459;6/12/2019;23/12/2019;21/12/2019;22/01/2020;Cliente8;Lina;Equipo Especial;4964350;943227;5907577;Pedido de venta;Facturado;2309
SO630;7/12/2019;21/12/2019;15/12/2019;27/12/2019;Cliente7;Carlos;Equipo Oriente;19167250;3641778;22809028;Pedido de venta;Facturado;8915
SO460;8/12/2019;19/12/2019;18/12/2019;28/12/2019;Cliente2;Ricardo;Equipo Sur;15492900;2943651;18436551;Pedido de venta;Facturado;7206
SO631;9/12/2019;21/12/2019;22/12/2019;21/12/2019;Cliente10;Diana;Equipo Sur;7894800;1500012;9394812;Pedido de venta;Facturado;3672
SO461;10/12/2019;30/12/2019;21/12/2019;30/12/2019;Cliente15;Ricardo;Equipo Sur;8761250;1664638;10425888;Pedido de venta;Facturado;4075
SO632;11/12/2019;22/12/2019;24/12/2019;31/01/2020;Cliente2;Carlos;Equipo Oriente;7273450;1381956;8655406;Pedido de venta;Facturado;3383
SO462;12/12/2019;30/12/2019;25/12/2019;1/02/2020;Cliente2;Nathalie;Equipo Oriente;14220100;2701819;16921919;Pedido de venta;Facturado;6614
SO633;13/12/2019;28/12/2019;23/12/2019;11/01/2020;Cliente3;Rocio;Equipo Sur;11711050;2225100;13936150;Pedido de venta;Facturado;5447
SO463;14/12/2019;27/12/2019;26/12/2019;7/01/2020;Cliente2;David;Equipo Especial;12964500;2463255;15427755;Pedido de venta;Facturado;6030
SO634;15/12/2019;29/12/2019;29/12/2019;3/01/2020;Cliente13;Lina;Equipo Especial;8144200;1547398;9691598;Pedido de venta;Facturado;3788
SO464;16/12/2019;29/12/2019;29/12/2019;17/01/2020;Cliente7;Lina;Equipo Especial;11124100;2113579;13237679;Pedido de venta;Facturado;5174
SO635;17/12/2019;28/12/2019;30/12/2019;17/01/2020;Cliente18;Enrique;Equipo Sur;17821350;3386057;21207407;Pedido de venta;Facturado;8289
SO465;18/12/2019;29/12/2019;30/12/2019;29/01/2020;Cliente2;Ricardo;Equipo Sur;16709800;3174862;19884662;Pedido de venta;Facturado;7772
SO636;19/12/2019;4/01/2020;29/12/2019;29/12/2019;Cliente17;Nathalie;Equipo Oriente;9920100;1884819;11804919;Pedido de venta;Facturado;4614
SO466;20/12/2019;8/01/2020;2/01/2020;30/01/2020;Cliente1;Lina;Equipo Especial;21020550;3993905;25014455;Pedido de venta;Facturado;9777
SO637;21/12/2019;10/01/2020;5/01/2020;21/01/2020;Cliente18;Ricardo;Equipo Sur;7843200;1490208;9333408;Pedido de venta;Facturado;3648
SO467;22/12/2019;3/01/2020;2/01/2020;4/02/2020;Cliente10;Diana;Equipo Sur;12080850;2295362;14376212;Pedido de venta;Facturado;5619
SO638;23/12/2019;9/01/2020;7/01/2020;19/02/2020;Cliente9;Enrique;Equipo Sur;14983350;2846837;17830187;Pedido de venta;Facturado;6969
SO468;24/12/2019;3/01/2020;6/01/2020;21/02/2020;Cliente15;Julian;Equipo Centro;8916050;1694050;10610100;Pedido de venta;Facturado;4147
SO639;25/12/2019;8/01/2020;5/01/2020;11/02/2020;Cliente9;Fabian;Equipo Sur;15342400;2915056;18257456;Pedido de venta;Facturado;7136
SO469;26/12/2019;13/01/2020;7/01/2020;5/02/2020;Cliente6;Ricardo;Equipo Sur;22102000;4199380;26301380;Pedido de venta;Facturado;10280
SO640;27/12/2019;14/01/2020;11/01/2020;20/02/2020;Cliente10;Carlos;Equipo Oriente;11889500;2259005;14148505;Pedido de venta;Facturado;5530
SO470;28/12/2019;9/01/2020;8/01/2020;7/02/2020;Cliente2;Julian;Equipo Centro;20050900;3809671;23860571;Pedido de venta;Facturado;9326
SO641;29/12/2019;17/01/2020;7/01/2020;20/01/2020;Cliente7;Lina;Equipo Especial;20674400;3928136;24602536;Pedido de venta;Facturado;9616
SO471;30/12/2019;16/01/2020;8/01/2020;29/01/2020;Cliente2;Nathalie;Equipo Oriente;15871300;3015547;18886847;Pedido de venta;Facturado;7382
SO642;31/12/2019;13/01/2020;8/01/2020;28/01/2020;Cliente6;Diana;Equipo Sur;15587500;2961625;18549125;Pedido de venta;Facturado;7250
SO472;1/01/2020;13/01/2020;15/01/2020;15/01/2020;Cliente6;Lina;Equipo Especial;17571950;3338671;20910621;Pedido de venta;Facturado;8173
SO643;2/01/2020;21/01/2020;15/01/2020;11/02/2020;Cliente2;Carlos;Equipo Oriente;10012550;1902385;11914935;Pedido de venta;Facturado;4657
SO473;3/01/2020;20/01/2020;14/01/2020;2/03/2020;Cliente7;Fabian;Equipo Sur;13710550;2605005;16315555;Pedido de venta;Facturado;6377
SO644;4/01/2020;14/01/2020;14/01/2020;20/01/2020;Cliente2;Enrique;Equipo Sur;9687900;1840701;11528601;Pedido de venta;Facturado;4506
SO474;5/01/2020;20/01/2020;15/01/2020;16/01/2020;Cliente4;Lina;Equipo Especial;11573450;2198956;13772406;Pedido de venta;Facturado;5383
SO645;6/01/2020;23/01/2020;18/01/2020;15/02/2020;Cliente1;Enrique;Equipo Sur;5777050;1097640;6874690;Pedido de venta;Facturado;2687
SO475;7/01/2020;27/01/2020;17/01/2020;4/02/2020;Cliente9;Lina;Equipo Especial;13340750;2534743;15875493;Pedido de venta;Facturado;6205
SO646;8/01/2020;26/01/2020;16/01/2020;5/03/2020;Cliente2;Ricardo;Equipo Sur;19930500;3786795;23717295;Pedido de venta;Facturado;9270
SO476;9/01/2020;27/01/2020;17/01/2020;22/01/2020;Cliente4;Julian;Equipo Centro;19775700;3757383;23533083;Pedido de venta;Facturado;9198
SO647;10/01/2020;22/01/2020;22/01/2020;2/03/2020;Cliente13;Angelica;Equipo Oriente;10072750;1913823;11986573;Pedido de venta;Facturado;4685
SO477;11/01/2020;28/01/2020;21/01/2020;20/01/2020;Cliente7;Ricardo;Equipo Sur;19833750;3768413;23602163;Pedido de venta;Facturado;9225
SO648;12/01/2020;29/01/2020;23/01/2020;11/03/2020;Cliente12;Ricardo;Equipo Sur;38715050;7355860;46070910;Pedido de venta;Facturado;18007
SO478;13/01/2020;1/02/2020;26/01/2020;4/03/2020;Cliente2;Jorge;Equipo Centro;16161550;3070695;19232245;Pedido de venta;Facturado;7517
SO649;14/01/2020;31/01/2020;28/01/2020;5/03/2020;Cliente16;Nathalie;Equipo Oriente;13981450;2656476;16637926;Pedido de venta;Facturado;6503
SO479;15/01/2020;31/01/2020;26/01/2020;21/02/2020;Cliente6;Angelica;Equipo Oriente;6273700;1192003;7465703;Pedido de venta;Facturado;2918
SO650;16/01/2020;3/02/2020;31/01/2020;9/02/2020;Cliente7;Jorge;Equipo Centro;8847250;1680978;10528228;Pedido de venta;Facturado;4115
SO480;17/01/2020;2/02/2020;27/01/2020;17/02/2020;Cliente18;Julian;Equipo Centro;15245650;2896674;18142324;Pedido de venta;Facturado;7091
SO651;18/01/2020;2/02/2020;30/01/2020;6/02/2020;Cliente2;Angelica;Equipo Oriente;16969950;3224291;20194241;Pedido de venta;Facturado;7893
SO481;19/01/2020;31/01/2020;27/01/2020;11/03/2020;Cliente8;Angelica;Equipo Oriente;8617200;1637268;10254468;Pedido de venta;Facturado;4008
SO652;20/01/2020;7/02/2020;3/02/2020;20/02/2020;Cliente7;Nathalie;Equipo Oriente;25714000;4885660;30599660;Pedido de venta;Facturado;11960
SO482;21/01/2020;3/02/2020;29/01/2020;4/03/2020;Cliente12;Ricardo;Equipo Sur;15983100;3036789;19019889;Pedido de venta;Facturado;7434
SO653;22/01/2020;4/02/2020;3/02/2020;11/02/2020;Cliente19;Jorge;Equipo Centro;11558400;2196096;13754496;Pedido de venta;Facturado;5376
SO483;23/01/2020;6/02/2020;6/02/2020;16/02/2020;Cliente7;Ricardo;Equipo Sur;13779350;2618077;16397427;Pedido de venta;Facturado;6409
SO654;24/01/2020;12/02/2020;5/02/2020;8/02/2020;Cliente2;Julian;Equipo Centro;21285000;4044150;25329150;Pedido de venta;Facturado;9900
SO484;25/01/2020;9/02/2020;2/02/2020;24/02/2020;Cliente10;Angelica;Equipo Oriente;9965250;1893398;11858648;Pedido de venta;Facturado;4635
SO655;26/01/2020;10/02/2020;7/02/2020;4/02/2020;Cliente2;Ricardo;Equipo Sur;12274350;2332127;14606477;Pedido de venta;Facturado;5709
SO485;27/01/2020;14/02/2020;6/02/2020;22/02/2020;Cliente2;Angelica;Equipo Oriente;23677950;4498811;28176761;Pedido de venta;Facturado;11013
SO656;28/01/2020;10/02/2020;11/02/2020;22/03/2020;Cliente4;Yeny;Equipo Centro;16049750;3049453;19099203;Pedido de venta;Facturado;7465
SO486;29/01/2020;16/02/2020;9/02/2020;9/02/2020;Cliente3;Ricardo;Equipo Sur;11614300;2206717;13821017;Pedido de venta;Facturado;5402
SO657;30/01/2020;15/02/2020;9/02/2020;7/02/2020;Cliente6;Diana;Equipo Sur;27180300;5164257;32344557;Pedido de venta;Facturado;12642
SO487;31/01/2020;19/02/2020;14/02/2020;17/02/2020;Cliente13;Enrique;Equipo Sur;25088350;4766787;29855137;Pedido de venta;Facturado;11669
SO658;1/02/2020;11/02/2020;11/02/2020;12/02/2020;Cliente15;David;Equipo Especial;24596000;4673240;29269240;Pedido de venta;Facturado;11440
SO488;2/02/2020;15/02/2020;12/02/2020;10/02/2020;Cliente2;Diana;Equipo Sur;28425150;5400779;33825929;Pedido de venta;Facturado;13221
SO659;3/02/2020;15/02/2020;16/02/2020;13/03/2020;Cliente7;Carlos;Equipo Oriente;26681500;5069485;31750985;Pedido de venta;Facturado;12410
